Mid,Players,Hero_pic,Level_hero,KDA,Hero_items,Hero_gold,LH_DN,GPM_XPM,NW,status,T1score,T2score
371223,miggeL.Z,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/void_spirit_full.png,27,15/3/26,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/desolator_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aeon_disk_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/cyclone_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/black_king_bar_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ultimate_scepter_lg.png']",20821,290/5,509/755,20821.0,Live,,
371223,Grannythighs,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/axe_full.png,23,9/15/19,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blink_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blade_mail_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/pipe_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png']",12543,182/7,362/515,12543.0,Live,,
371223,Explosiv_Fury,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/snapfire_full.png,23,9/10/23,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/heavens_halberd_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/point_booster_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/smoke_of_deceit_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/vladmir_lg.png']",10242,101/5,328/498,10242.0,Live,,
371223,FarmerJohn,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/gyrocopter_full.png,24,14/12/23,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/cyclone_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/rod_of_atos_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/heavens_halberd_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png']",14667,215/5,391/533,14667.0,Live,,
371820,(notfound),https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/pugna_full.png,13,6/6/7,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aether_lens_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bottle_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ring_of_basilius_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/crown_lg.png']",7907,81/7,401/445,7907.0,Live,,
371820,FB.Stone,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/windrunner_full.png,15,5/4/7,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/monkey_king_bar_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bottle_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_stick_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/null_talisman_lg.png']",7963,101/8,421/555,7963.0,Live,,
371820,rrrd,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/bane_full.png,11,3/4/6,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/clarity_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aether_lens_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/smoke_of_deceit_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png']",4861,34/5,279/373,4861.0,Live,,
371820,FB.123,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/grimstroke_full.png,11,3/7/8,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/arcane_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/staff_of_wizardry_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/crown_lg.png']",4610,27/1,247/328,4610.0,Live,,
371820,(notfound),https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/lycan_full.png,17,9/2/5,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/necronomicon_3_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/quelling_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/assault_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/branches_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/branches_lg.png']",12099,160/11,599/699,12099.0,Live,,
371820,TA.apex,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/clinkz_full.png,11,3/9/9,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_of_elves_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/medallion_of_courage_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_of_elves_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png']",4612,32/1,263/337,4612.0,Live,,
371820,(notfound),https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/storm_spirit_full.png,12,1/3/5,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bottle_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/kaya_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/circlet_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/circlet_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/clarity_lg.png']",6475,100/8,339/420,6475.0,Live,,
371820,TA.moogys2-,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/pangolier_full.png,13,2/7/7,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/arcane_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/mekansm_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/quelling_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/buckler_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/orb_of_venom_lg.png']",6026,91/7,336/432,6026.0,Live,,
371820,mid,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/morphling_full.png,17,13/2/3,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/pers_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ethereal_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png']",11247,149/25,584/688,11247.0,Live,,
371820,TA.jackumao,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/oracle_full.png,12,3/5/8,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aether_lens_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png']",4317,26/5,226/406,4317.0,Live,,
370996,Puppey,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/keeper_of_the_light_full.png,18,2/7/11,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/mekansm_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/force_staff_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wind_lace_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ward_sentry_lg.png']",8986,92/5,285/383,8986.0,Live,,
370996,YapzOr,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/shadow_demon_full.png,19,1/9/11,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/glimmer_cape_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ultimate_scepter_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ward_sentry_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/dust_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aether_lens_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png']",11138,130/3,309/404,11138.0,Live,,
370996,Nisha,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/dragon_knight_full.png,23,6/4/12,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blink_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/mjollnir_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/black_king_bar_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/invis_sword_lg.png']",18000,297/14,462/609,18000.0,Live,,
370996,zai,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/abaddon_full.png,22,3/6/16,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/crimson_guard_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/vladmir_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/gem_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/pipe_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png']",13143,154/2,348/520,13143.0,Live,,
370996,MATUMBAMAN,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/spectre_full.png,24,9/3/11,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/abyssal_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/manta_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/radiance_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/cheese_lg.png']",22397,342/18,548/644,22397.0,Live,,
370996,SoNNeikO,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/grimstroke_full.png,18,6/4/16,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ward_observer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ghost_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/glimmer_cape_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aether_lens_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/dust_lg.png']",9098,74/1,294/377,9098.0,Live,,
370996,Supream^,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/ember_spirit_full.png,23,10/2/16,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/black_king_bar_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ultimate_scepter_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/maelstrom_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/gem_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/spirit_vessel_lg.png']",17901,253/4,445/587,17901.0,Live,,
370996,Era,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/void_spirit_full.png,17,1/8/19,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/point_booster_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/cyclone_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/dust_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/orb_of_venom_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png']",7578,68/1,246/352,7578.0,Live,,
370996,SabeRLighT-,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/weaver_full.png,22,7/6/14,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/diffusal_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/black_king_bar_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/dragon_lance_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/lifesteal_lg.png']",13564,204/11,390/549,13564.0,Live,,
370996,charlie,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/naga_siren_full.png,23,5/1/10,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/heart_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/silver_edge_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/manta_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/diffusal_blade_lg.png']",25812,466/3,665/589,25812.0,Live,,
371480,Erica,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/alchemist_full.png,19,4/5/7,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/manta_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/radiance_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/soul_ring_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/black_king_bar_lg.png']",17421,240/7,638/577,17421.0,Live,,
371480,Blood,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/gyrocopter_full.png,15,5/5/5,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/black_king_bar_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png']",8222,110/11,314/426,8222.0,Live,,
371480,xiaofu,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/earthshaker_full.png,13,0/9/5,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blink_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/soul_ring_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/quelling_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ogre_axe_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png']",5809,90/12,250/333,5809.0,Live,,
371480,Yds.,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/furion_full.png,12,2/7/6,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/mekansm_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/dust_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/urn_of_shadows_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/hood_of_defiance_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blight_stone_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png']",6369,98/5,266/294,6369.0,Live,,
371480,Fantasy,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/lich_full.png,11,2/7/7,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ward_dispenser_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/smoke_of_deceit_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/clarity_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/cloak_lg.png']",2837,19/0,177/251,2837.0,Live,,
371480,Super,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/jakiro_full.png,14,5/5/18,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/cyclone_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/staff_of_wizardry_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/smoke_of_deceit_lg.png']",6443,47/4,305/359,6443.0,Live,,
371480,Monet,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/naga_siren_full.png,20,3/0/10,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/manta_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aegis_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/diffusal_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/skadi_lg.png']",18337,328/16,685/630,18337.0,Live,,
371480,Setsu,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/void_spirit_full.png,18,11/2/9,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/kaya_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blade_mail_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/lesser_crit_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ultimate_scepter_lg.png']",13879,181/28,498/560,13879.0,Live,,
371480,September,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/treant_full.png,15,7/2/13,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/meteor_hammer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/solar_crest_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ward_sentry_lg.png']",8144,52/3,320/406,8144.0,Live,,
371480,Flywin,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/rattletrap_full.png,17,7/6/15,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blade_mail_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/pipe_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/urn_of_shadows_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/pers_lg.png']",10495,111/26,396/500,10495.0,Live,,
371285,Meliodas,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/slardar_full.png,10,2/2/4,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/vladmir_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ring_of_regen_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/quelling_blade_lg.png']",5060,72/8,314/382,5060.0,Live,,
371285,闷油瓶,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/mirana_full.png,7,1/4/7,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/urn_of_shadows_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_stick_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png']",2279,18/1,186/224,2279.0,Live,,
371285,Wolfgang,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/ursa_full.png,9,5/5/2,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/quelling_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/enchanted_mango_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/vanguard_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png']",4504,44/4,303/299,4504.0,Live,,
371285,Django,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/grimstroke_full.png,8,2/5/4,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/buckler_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ward_dispenser_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/clarity_lg.png']",2010,15/4,203/240,2010.0,Live,,
371285,水瓶座num9527,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/templar_assassin_full.png,12,0/2/2,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/mithril_hammer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/power_treads_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blink_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blight_stone_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wraith_band_lg.png']",6675,167/7,446/515,6675.0,Live,,
371285,Ola,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/bristleback_full.png,11,2/1/4,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/quelling_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/soul_ring_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/vanguard_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ogre_axe_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ring_of_protection_lg.png']",6496,104/0,416/460,6496.0,Live,,
371285,zc,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/huskar_full.png,11,3/2/4,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/heavens_halberd_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ring_of_protection_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/aegis_lg.png']",6771,92/26,419/469,6771.0,Live,,
371285,Fame,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/snapfire_full.png,9,6/1/6,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/arcane_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/dust_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blight_stone_lg.png']",3666,27/7,295/337,3666.0,Live,,
371285,Xmy,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/jakiro_full.png,7,1/4/12,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/clarity_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_stick_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/smoke_of_deceit_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/ward_sentry_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/tranquil_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/wind_lace_lg.png']",2330,17/6,237/222,2330.0,Live,,
371285,Tzy丶,https://steamcdn-a.akamaihd.net/apps/dota2/images/heroes/tusk_full.png,10,5/2/10,"['https://steamcdn-a.akamaihd.net/apps/dota2/images/items/magic_wand_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/phase_boots_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/quelling_blade_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/bracer_lg.png', 'https://steamcdn-a.akamaihd.net/apps/dota2/images/items/blight_stone_lg.png']",4842,57/7,375/378,4842.0,Live,,
